Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AMD,2026-01-28,254.13,257.4,250.21,252.74,252.74,27061200
AMD,2026-01-29,254.66,260.53,240.91,252.18,252.18,31685200
AMD,2026-01-30,236.93,245.24,234.55,236.73,236.73,40035700
AMGN,2026-01-02,328.77,329.19,325.01,327.64,325.39,1539700
AMGN,2026-01-05,324.92,326.52,318.21,320.72,318.51,2268700
AMGN,2026-01-06,319.49,330.94,318.83,330.17,327.9,2722500
AMGN,2026-01-07,332.1,343.05,332.1,341.64,339.29,3599200
AMGN,2026-01-08,337.76,341.46,328.21,330.11,327.84,2799300
AMGN,2026-01-09,328.81,332.08,323.89,326.1,323.86,2118400
AMGN,2026-01-12,328.47,328.47,322.74,325.54,323.3,2460600
AMGN,2026-01-13,327.42,327.75,319.79,324.3,322.07,2382200
AMGN,2026-01-14,324.09,329.2,323.55,328.97,326.71,1897400
AMGN,2026-01-15,328.97,332.5,325.19,330.03,327.76,2591900
AMGN,2026-01-16,328.7,333.03,326.9,330.41,328.14,4033700
AMGN,2026-01-20,325.58,331.34,321.71,331.0,328.72,2947500
AMGN,2026-01-21,329.95,343.98,329.32,343.6,341.24,4148600
AMGN,2026-01-22,344.15,349.98,342.14,347.07,344.68,3025100
AMGN,2026-01-23,346.18,349.23,341.82,344.75,342.38,2024900
AMGN,2026-01-26,344.7,350.43,343.62,349.69,347.28,3116100
AMGN,2026-01-27,348.57,353.25,346.93,351.32,348.9,3269600
AMGN,2026-01-28,349.0,351.95,340.0,342.22,339.87,2347800
AMGN,2026-01-29,341.66,347.27,338.75,342.94,340.58,3153100
AMGN,2026-01-30,340.81,345.5,338.07,341.88,339.53,2522400
AMZN,2026-01-02,231.34,235.46,224.7,226.5,226.5,51456200
AMZN,2026-01-05,228.84,234.0,227.18,233.06,233.06,49733300
AMZN,2026-01-06,232.1,243.18,232.07,240.93,240.93,53764700
AMZN,2026-01-07,239.61,245.29,239.52,241.56,241.56,42236500
AMZN,2026-01-08,243.06,246.41,241.88,246.29,246.29,39509800
AMZN,2026-01-09,244.57,247.86,242.24,247.38,247.38,34560000
AMZN,2026-01-12,246.73,248.94,245.96,246.47,246.47,35867800
AMZN,2026-01-13,246.53,247.66,240.25,242.6,242.6,38371800
AMZN,2026-01-14,241.15,241.28,236.22,236.65,236.65,41410600
AMZN,2026-01-15,239.31,240.65,236.63,238.18,238.18,43003600
AMZN,2026-01-16,239.09,239.57,236.41,239.12,239.12,45888300
AMZN,2026-01-20,233.76,235.09,229.34,231.0,231.0,47737900
AMZN,2026-01-21,231.09,232.3,226.88,231.31,231.31,47276100
AMZN,2026-01-22,234.05,235.72,230.9,234.34,234.34,31913300
AMZN,2026-01-23,234.96,240.45,234.57,239.16,239.16,33778500
AMZN,2026-01-26,239.98,240.95,237.54,238.42,238.42,32825500
AMZN,2026-01-27,239.69,244.88,238.08,244.68,244.68,38029200
AMZN,2026-01-28,246.37,247.78,241.53,243.01,243.01,40882700
AMZN,2026-01-29,242.82,243.0,236.74,241.73,241.73,47229600
AMZN,2026-01-30,239.89,243.32,237.64,239.3,239.3,46585000
APP,2026-01-02,683.37,683.5,610.58,618.32,618.32,5611200
APP,2026-01-05,617.7,642.28,603.77,632.91,632.91,3846900
APP,2026-01-06,629.94,632.04,595.51,617.24,617.24,4584400
APP,2026-01-07,618.0,643.58,611.0,632.92,632.92,2934700
APP,2026-01-08,621.86,628.5,605.15,616.53,616.53,3029300
APP,2026-01-09,616.22,649.77,612.29,647.72,647.72,3553700
APP,2026-01-12,638.63,663.88,624.79,658.65,658.65,4375400
APP,2026-01-13,655.11,679.69,642.8,668.63,668.63,3778600
APP,2026-01-14,673.0,675.0,596.76,617.76,617.76,8443400
APP,2026-01-15,626.41,629.8,600.2,606.99,606.99,4158700
APP,2026-01-16,615.27,615.27,559.82,568.76,568.76,8576800
APP,2026-01-20,540.96,578.76,532.21,565.52,565.52,9763600
APP,2026-01-21,555.01,560.0,530.15,532.56,532.56,6676800
APP,2026-01-22,538.93,539.86,514.35,521.94,521.94,5650600
APP,2026-01-23,521.5,535.7,509.04,524.41,524.41,4835100
APP,2026-01-26,531.97,558.37,529.03,535.44,535.44,5657000
APP,2026-01-27,546.82,556.43,536.3,543.56,543.56,4658200
APP,2026-01-28,546.79,557.97,537.68,542.36,542.36,4767700
APP,2026-01-29,550.1,569.92,542.0,569.24,569.24,5289400
APP,2026-01-30,559.79,563.47,463.08,473.11,473.11,12170500
ARM,2026-01-02,112.83,116.29,112.83,114.73,114.73,6711800
ARM,2026-01-05,120.36,122.5,116.03,116.11,116.11,6859500
ARM,2026-01-06,117.52,117.97,114.99,115.53,115.53,3290100
ARM,2026-01-07,114.93,117.2,113.97,115.68,115.68,5117600
ARM,2026-01-08,115.82,116.28,110.55,113.08,113.08,4701000
ARM,2026-01-09,113.91,113.98,109.52,111.79,111.79,5292900
ARM,2026-01-12,110.94,111.61,109.25,111.14,111.14,4443100
ARM,2026-01-13,108.87,111.75,105.9,107.84,107.84,7749400
ARM,2026-01-14,106.37,106.49,102.01,104.99,104.99,7570100
ARM,2026-01-15,108.13,108.89,104.95,105.11,105.11,5775800
ARM,2026-01-16,106.66,107.96,105.19,105.78,105.78,5291100
ARM,2026-01-20,104.86,110.74,104.41,107.17,107.17,7318200
ARM,2026-01-21,111.07,117.28,111.07,113.92,113.92,13666000
ARM,2026-01-22,120.71,123.5,118.65,119.2,119.2,14162100
ARM,2026-01-23,120.88,121.85,114.58,116.07,116.07,6814500
ARM,2026-01-26,116.35,116.44,114.06,114.73,114.73,3716600
ARM,2026-01-27,116.15,117.39,114.24,114.88,114.88,4500600
ARM,2026-01-28,115.0,115.78,109.06,109.96,109.96,7947400
ARM,2026-01-29,110.06,110.4,104.11,108.43,108.43,6154700
ARM,2026-01-30,107.09,108.0,105.03,105.36,105.36,4950700
ASML,2026-01-02,1133.76,1172.77,1133.48,1163.78,1162.25,2697900
ASML,2026-01-05,1211.22,1237.86,1211.22,1228.19,1226.57,3290600
ASML,2026-01-06,1222.82,1246.38,1222.42,1242.19,1240.55,1895800
ASML,2026-01-07,1227.45,1235.76,1222.0,1228.47,1226.85,1351200
ASML,2026-01-08,1217.26,1224.54,1176.0,1194.32,1192.75,1682300
ASML,2026-01-09,1232.85,1282.0,1220.99,1273.88,1272.2,2394500
ASML,2026-01-12,1256.06,1283.56,1255.25,1281.23,1279.54,1488600
ASML,2026-01-13,1282.32,1291.48,1268.12,1270.16,1268.49,1374200
ASML,2026-01-14,1267.12,1273.27,1249.62,1263.72,1262.06,1536500
ASML,2026-01-15,1353.64,1358.0,1330.0,1331.6,1329.85,2858400
ASML,2026-01-16,1355.71,1375.37,1338.24,1358.57,1356.78,2469100
ASML,2026-01-20,1319.12,1351.26,1311.31,1326.07,1324.32,2970800
ASML,2026-01-21,1332.0,1371.0,1322.67,1360.09,1358.3,2387200
ASML,2026-01-22,1393.65,1398.8,1373.28,1395.0,1393.16,1844200
ASML,2026-01-23,1376.32,1393.36,1363.27,1389.04,1387.21,1556300
ASML,2026-01-26,1385.87,1419.95,1385.16,1413.35,1411.49,2001300
ASML,2026-01-27,1417.63,1473.59,1417.0,1454.59,1452.67,3473900
ASML,2026-01-28,1493.0,1493.48,1408.05,1422.92,1421.05,5036800
ASML,2026-01-29,1459.32,1467.49,1399.09,1455.16,1453.24,2818900
ASML,2026-01-30,1440.04,1466.43,1416.01,1423.0,1421.13,2358800
AVGO,2026-01-02,352.78,360.66,345.56,347.62,347.62,25398600
AVGO,2026-01-05,354.74,355.03,336.5,343.42,343.42,31136000
AVGO,2026-01-06,343.6,349.05,338.0,343.77,343.77,27135500
AVGO,2026-01-07,341.7,349.7,335.88,343.5,343.5,20249300
AVGO,2026-01-08,342.78,343.68,330.5,332.48,332.48,24385200
AVGO,2026-01-09,337.92,347.39,333.5,344.97,344.97,22482500
AVGO,2026-01-12,340.95,353.9,340.95,352.21,352.21,20949600
AVGO,2026-01-13,352.88,359.49,350.91,354.61,354.61,18308000
AVGO,2026-01-14,348.97,350.69,334.42,339.89,339.89,30094700
AVGO,2026-01-15,349.12,349.68,341.67,343.02,343.02,22218800
AVGO,2026-01-16,346.27,354.51,344.05,351.71,351.71,31291200
AVGO,2026-01-20,344.1,345.4,331.8,332.6,332.6,32293900
AVGO,2026-01-21,335.51,335.8,324.2,328.8,328.8,32006600
AVGO,2026-01-22,335.35,336.99,324.89,325.49,325.49,24275400
AVGO,2026-01-23,319.3,321.99,314.11,320.05,320.05,30259500
AVGO,2026-01-26,319.8,328.68,317.6,324.85,324.85,25006400
AVGO,2026-01-27,329.76,334.76,327.02,332.79,332.79,25537600
AVGO,2026-01-28,338.85,339.99,326.7,333.24,333.24,23001700
AVGO,2026-01-29,332.56,335.95,320.28,330.73,330.73,20447500
AVGO,2026-01-30,332.44,338.2,328.33,331.3,331.3,28313000
AZN,2026-01-02,185.06,185.06,182.68,182.68,182.68,2200
AZN,2026-01-05,186.0,186.0,179.06,179.06,179.06,1900
AZN,2026-01-06,188.0,190.49,188.0,190.49,190.49,1500
AZN,2026-01-07,189.0,192.9,189.0,190.78,190.78,1600
AZN,2026-01-08,188.5,188.5,188.5,188.5,188.5,1600
AZN,2026-01-09,190.58,192.62,190.58,190.99,190.99,2400
AZN,2026-01-12,188.2,188.2,185.48,185.48,185.48,1700
AZN,2026-01-13,182.83,188.66,182.83,188.66,188.66,1100
AZN,2026-01-14,190.23,190.23,190.23,190.23,190.23,500
AZN,2026-01-15,189.44,189.44,186.5,188.84,188.84,1500
AZN,2026-01-16,184.1,191.13,180.55,191.13,191.13,3500
AZN,2026-01-20,172.68,183.2,172.68,183.2,183.2,4900
AZN,2026-01-21,179.39,180.64,175.0,175.0,175.0,2200
AZN,2026-01-22,179.5,179.5,179.5,179.5,179.5,800
AZN,2026-01-23,175.34,178.29,175.34,177.5,177.5,3700
AZN,2026-01-26,187.03,187.03,179.05,179.05,179.05,900
AZN,2026-01-27,188.7,195.0,188.07,188.07,188.07,2200
AZN,2026-01-28,187.85,187.9,177.87,187.8,187.8,2800
AZN,2026-01-29,188.02,188.02,182.79,183.17,183.17,1100
AZN,2026-01-30,183.0,187.1,182.28,187.1,187.1,1700
BIIB,2026-01-02,175.37,178.24,174.28,177.82,177.82,1095600
BIIB,2026-01-05,175.73,180.56,171.61,174.63,174.63,1663600
BIIB,2026-01-06,174.94,182.97,174.3,182.61,182.61,2115700
BIIB,2026-01-07,181.7,187.06,181.7,186.91,186.91,2122400
BIIB,2026-01-08,187.02,187.77,183.5,186.0,186.0,1622700
BIIB,2026-01-09,186.74,190.2,186.49,187.62,187.62,1416700
BIIB,2026-01-12,188.0,188.0,182.73,185.63,185.63,1280300
BIIB,2026-01-13,185.42,186.32,177.05,178.3,178.3,1597400
BIIB,2026-01-14,177.73,178.41,165.58,169.31,169.31,3635800
BIIB,2026-01-15,169.03,169.79,166.79,168.57,168.57,1562600
BIIB,2026-01-16,168.87,169.34,163.74,164.42,164.42,1816100
BIIB,2026-01-20,161.51,165.61,160.36,165.38,165.38,1879900
BIIB,2026-01-21,165.31,172.87,165.31,172.62,172.62,1447100
BIIB,2026-01-22,171.78,175.29,171.65,173.8,173.8,996400
BIIB,2026-01-23,173.17,173.9,170.04,171.59,171.59,1250500
BIIB,2026-01-26,171.67,174.31,170.59,173.12,173.12,1049200
BIIB,2026-01-27,173.02,176.14,172.23,174.12,174.12,748100
BIIB,2026-01-28,173.63,175.06,170.85,174.83,174.83,1304500
BIIB,2026-01-29,174.88,177.2,173.51,176.18,176.18,1146700
BIIB,2026-01-30,177.09,180.14,175.96,179.89,179.89,1488000
BKNG,2026-01-02,5356.79,5358.56,5251.32,5323.2,5323.2,170000
BKNG,2026-01-05,5293.2,5445.2,5281.54,5367.37,5367.37,178500
BKNG,2026-01-06,5350.3,5368.07,5271.02,5348.39,5348.39,214600
BKNG,2026-01-07,5321.41,5473.89,5321.41,5445.72,5445.72,180600
BKNG,2026-01-08,5441.0,5456.99,5358.0,5445.0,5445.0,160800
BKNG,2026-01-09,5415.06,5518.84,5393.0,5492.11,5492.11,204900
BKNG,2026-01-12,5454.2,5454.2,5360.82,5391.52,5391.52,179000
BKNG,2026-01-13,5366.93,5417.77,5268.02,5314.71,5314.71,189200
BKNG,2026-01-14,5262.53,5280.3,5057.49,5187.02,5187.02,248100
BKNG,2026-01-15,5191.15,5227.51,5143.15,5193.06,5193.06,189700
BKNG,2026-01-16,5193.06,5228.0,5103.56,5115.91,5115.91,373100
BKNG,2026-01-20,5012.07,5057.41,4952.44,5027.0,5027.0,286400
BKNG,2026-01-21,5009.73,5178.88,5001.71,5163.61,5163.61,272800
BKNG,2026-01-22,5207.91,5248.61,5119.07,5150.9,5150.9,222600
BKNG,2026-01-23,5067.24,5129.83,5067.24,5098.5,5098.5,207700
BKNG,2026-01-26,5113.83,5162.0,5087.27,5107.28,5107.28,180700
BKNG,2026-01-27,5107.28,5160.95,5088.29,5153.41,5153.41,156400
BKNG,2026-01-28,5161.43,5212.36,5068.0,5085.22,5085.22,200600
BKNG,2026-01-29,5106.02,5147.76,5050.01,5113.32,5113.32,244300
BKNG,2026-01-30,5084.56,5100.43,4954.81,5001.84,5001.84,270900
BKR,2026-01-02,45.72,47.41,45.35,47.14,47.14,4909900
BKR,2026-01-05,49.44,50.13,48.27,49.07,49.07,14722600
BKR,2026-01-06,49.36,49.95,48.53,49.38,49.38,7683300
BKR,2026-01-07,49.48,49.78,48.31,48.84,48.84,6844500
BKR,2026-01-08,48.96,50.38,48.85,50.2,50.2,6638900
BKR,2026-01-09,50.26,50.72,49.64,49.97,49.97,5725400
BKR,2026-01-12,49.97,50.16,47.68,47.95,47.95,8511100
BKR,2026-01-13,48.25,49.19,48.12,48.97,48.97,9416600
BKR,2026-01-14,49.25,50.34,49.15,49.98,49.98,8354800
BKR,2026-01-15,50.0,52.16,49.9,52.0,52.0,11621500
BKR,2026-01-16,52.02,52.33,51.14,51.75,51.75,8595500
BKR,2026-01-20,51.66,51.98,50.62,51.26,51.26,11324400
BKR,2026-01-21,52.26,53.8,52.05,53.59,53.59,10701900
BKR,2026-01-22,53.5,54.59,52.9,54.46,54.46,9858800
BKR,2026-01-23,55.31,55.31,53.8,53.92,53.92,15013700
BKR,2026-01-26,55.65,56.89,54.82,56.29,56.29,18022100
BKR,2026-01-27,56.4,57.58,55.86,56.5,56.5,13015300
BKR,2026-01-28,57.16,57.56,56.1,56.63,56.63,10929200
BKR,2026-01-29,57.99,58.5,56.44,56.73,56.73,13650900
BKR,2026-01-30,56.34,56.35,55.04,56.04,56.04,8618400
CCEP,2026-01-02,90.64,90.65,88.0,88.21,88.21,1985000
CCEP,2026-01-05,87.89,88.26,86.42,87.56,87.56,1392300
CCEP,2026-01-06,86.76,87.0,85.43,85.71,85.71,1818300
CCEP,2026-01-07,85.52,85.86,84.66,85.43,85.43,2203500
CCEP,2026-01-08,84.94,88.32,84.81,88.14,88.14,2016500
CCEP,2026-01-09,88.14,89.24,88.01,88.74,88.74,1226000
CCEP,2026-01-12,89.15,89.29,87.47,87.89,87.89,1525300
CCEP,2026-01-13,87.93,89.54,87.11,89.47,89.47,1744100
CCEP,2026-01-14,88.26,89.39,87.91,88.84,88.84,2861200
CCEP,2026-01-15,89.06,89.68,88.55,89.24,89.24,1365100
CCEP,2026-01-16,89.28,89.35,88.45,89.29,89.29,1970500
CCEP,2026-01-20,88.21,90.78,88.01,90.29,90.29,2310000
CCEP,2026-01-21,90.59,90.95,88.98,89.55,89.55,1733300
CCEP,2026-01-22,89.33,90.24,89.17,89.65,89.65,1118500
CCEP,2026-01-23,89.03,89.88,88.7,89.85,89.85,836600
CCEP,2026-01-26,90.41,90.88,89.5,89.55,89.55,765200
CCEP,2026-01-27,89.47,90.94,89.15,90.77,90.77,970100
CCEP,2026-01-28,90.57,91.76,90.57,91.03,91.03,1211500
CCEP,2026-01-29,91.23,92.22,90.59,91.22,91.22,1206500
CCEP,2026-01-30,91.07,91.8,90.57,91.7,91.7,1629000
CDNS,2026-01-02,315.7,316.0,306.41,310.4,310.4,1268200
CDNS,2026-01-05,311.46,314.17,300.4,301.22,301.22,4024700
CDNS,2026-01-06,301.5,316.04,300.88,314.64,314.64,2653300
CDNS,2026-01-07,314.39,324.71,314.39,320.54,320.54,1418500
CDNS,2026-01-08,317.01,319.45,312.95,318.8,318.8,1463000
CDNS,2026-01-09,319.9,328.59,315.41,327.31,327.31,1661000
CDNS,2026-01-12,325.88,328.51,321.02,325.51,325.51,1489700
CDNS,2026-01-13,322.63,327.67,318.0,323.06,323.06,1199000
CDNS,2026-01-14,319.5,320.53,309.92,313.17,313.17,2039700
CDNS,2026-01-15,317.44,328.64,316.0,320.6,320.6,2395100
CDNS,2026-01-16,321.83,322.47,314.5,317.45,317.45,2092000
CDNS,2026-01-20,310.56,311.45,305.77,307.0,307.0,2043000
CDNS,2026-01-21,307.53,316.16,304.95,313.84,313.84,1721100
CDNS,2026-01-22,317.0,317.83,310.8,317.09,317.09,1383500
CDNS,2026-01-23,315.5,323.54,312.01,318.32,318.32,1466800
CDNS,2026-01-26,317.86,323.63,314.06,322.02,322.02,1321700
CDNS,2026-01-27,321.7,323.0,317.21,318.37,318.37,1453800
CDNS,2026-01-28,321.62,325.19,316.46,320.49,320.49,1409300
CDNS,2026-01-29,316.61,317.0,293.44,302.67,302.67,3701300
CDNS,2026-01-30,298.46,298.88,293.63,296.36,296.36,2507400
CDW,2026-01-02,137.2,137.88,132.98,133.16,133.16,1330600
CDW,2026-01-05,133.16,135.85,133.0,133.61,133.61,1446600
CDW,2026-01-06,133.34,135.42,133.08,134.34,134.34,1535800
CDW,2026-01-07,134.75,134.98,128.78,129.54,129.54,1512500
CDW,2026-01-08,128.36,133.5,126.93,132.53,132.53,2080200
CDW,2026-01-09,132.73,133.98,130.73,133.49,133.49,882700
CDW,2026-01-12,132.86,134.32,132.2,133.5,133.5,948800
CDW,2026-01-13,134.29,136.09,133.51,134.6,134.6,1054400
CDW,2026-01-14,134.6,136.03,131.91,132.16,132.16,958600
CDW,2026-01-15,133.06,134.02,130.44,132.29,132.29,2564400
CDW,2026-01-16,132.49,133.15,131.45,131.75,131.75,1495500
CDW,2026-01-20,126.74,128.9,124.08,124.76,124.76,2067700
CDW,2026-01-21,125.62,128.46,124.0,127.62,127.62,1816000
CDW,2026-01-22,128.42,130.4,127.65,129.31,129.31,1353700
CDW,2026-01-23,127.75,127.95,125.73,126.0,126.0,1758300
CDW,2026-01-26,125.99,128.46,125.19,127.4,127.4,1537300
CDW,2026-01-27,127.4,127.41,124.66,125.4,125.4,1545000
CDW,2026-01-28,125.44,125.91,123.09,124.72,124.72,1326700
CDW,2026-01-29,124.67,125.56,123.13,125.2,125.2,1558800
CDW,2026-01-30,124.99,127.0,124.06,126.39,126.39,1740200
CEG,2026-01-02,358.0,373.23,358.0,366.25,366.25,2330100
CEG,2026-01-05,372.33,378.5,349.54,354.94,354.94,3097300
CEG,2026-01-06,358.45,359.8,346.74,354.58,354.58,2448400
CEG,2026-01-07,352.11,352.43,334.79,338.63,338.63,2812100
CEG,2026-01-08,337.0,338.63,321.61,322.54,322.54,4114300
CEG,2026-01-09,339.49,343.88,333.67,342.52,342.52,5908000
CEG,2026-01-12,334.67,339.99,333.0,335.86,335.86,2485200
CEG,2026-01-13,335.86,343.65,332.58,333.53,333.53,2754400
CEG,2026-01-14,330.0,336.59,325.8,330.38,330.38,2448400
CEG,2026-01-15,335.95,346.81,335.04,341.2,341.2,3054000
CEG,2026-01-16,322.45,323.05,300.41,307.71,307.71,9206900
CEG,2026-01-20,301.48,308.75,292.45,295.4,295.4,6079600
CEG,2026-01-21,297.86,300.15,290.94,294.37,294.37,5711800
CEG,2026-01-22,300.49,302.73,286.9,287.35,287.35,4771600
CEG,2026-01-23,287.44,292.25,285.44,289.06,289.06,3785200
CEG,2026-01-26,286.55,291.8,284.41,285.27,285.27,3344100
CEG,2026-01-27,286.02,290.4,282.5,288.76,288.76,5963900
CEG,2026-01-28,291.35,293.23,285.17,287.95,287.95,3279700
CEG,2026-01-29,288.2,292.67,283.11,287.45,287.45,3141900
CEG,2026-01-30,283.76,288.34,278.23,280.68,280.68,2756300
CHTR,2026-01-02,209.45,215.65,207.72,209.28,209.28,1400300
CHTR,2026-01-05,209.91,215.1,208.1,210.01,210.01,1667800
CHTR,2026-01-06,210.0,211.15,206.99,210.62,210.62,2902400
CHTR,2026-01-07,211.55,213.44,206.1,206.36,206.36,2142200
CHTR,2026-01-08,204.05,212.95,202.18,209.71,209.71,1858400
CHTR,2026-01-09,210.15,212.34,202.56,210.59,210.59,1461300
CHTR,2026-01-12,208.81,211.15,205.45,206.67,206.67,1191300
CHTR,2026-01-13,203.97,205.21,197.45,197.89,197.89,1990100
CHTR,2026-01-14,197.67,204.63,196.24,202.34,202.34,1242500
CHTR,2026-01-15,201.45,202.0,194.06,194.61,194.61,2116000
CHTR,2026-01-16,194.65,195.68,187.85,189.76,189.76,2292300
CHTR,2026-01-20,186.5,189.68,183.98,184.2,184.2,2218200
CHTR,2026-01-21,184.38,189.04,183.75,187.37,187.37,2395900
CHTR,2026-01-22,188.81,194.53,187.69,192.67,192.67,1801400
CHTR,2026-01-23,191.81,192.19,188.33,191.69,191.69,1423500
CHTR,2026-01-26,191.9,194.73,190.68,193.79,193.79,1609000
CHTR,2026-01-27,192.33,192.79,182.54,182.99,182.99,2199200
CHTR,2026-01-28,183.18,188.71,182.04,182.81,182.81,2474200
CHTR,2026-01-29,180.96,192.19,180.38,191.52,191.52,3762700
CHTR,2026-01-30,204.12,214.84,199.13,206.12,206.12,7196300
CMCSA,2026-01-02,28.01,28.07,27.54,27.69,27.36,25911241
CMCSA,2026-01-05,27.73,28.93,27.71,28.13,27.8,47571600
CMCSA,2026-01-06,27.84,27.94,27.1,27.42,27.1,34552600
CMCSA,2026-01-07,27.45,27.91,27.34,27.9,27.58,36361700
CMCSA,2026-01-08,27.66,28.5,27.5,28.21,27.88,30813300
CMCSA,2026-01-09,28.13,28.55,27.78,28.37,28.04,22315300
CMCSA,2026-01-12,28.74,29.32,28.49,29.06,28.72,40310200
CMCSA,2026-01-13,28.9,29.25,28.4,28.48,28.15,35155000
CMCSA,2026-01-14,28.05,28.54,28.03,28.42,28.42,27336300
CMCSA,2026-01-15,28.41,28.55,28.19,28.35,28.35,31081600
CMCSA,2026-01-16,28.25,28.38,27.56,27.82,27.82,38596900
CMCSA,2026-01-20,27.83,28.58,27.69,28.16,28.16,50568300
CMCSA,2026-01-21,28.09,29.01,28.09,28.89,28.89,44865500
CMCSA,2026-01-22,28.88,29.44,28.87,29.23,29.23,35617700
CMCSA,2026-01-23,28.98,29.33,28.76,29.3,29.3,29380200
CMCSA,2026-01-26,29.29,29.5,29.16,29.43,29.43,43266700
CMCSA,2026-01-27,29.34,29.42,28.63,28.7,28.7,40826400
CMCSA,2026-01-28,28.83,29.1,28.24,28.41,28.41,46428800
CMCSA,2026-01-29,27.63,30.11,27.58,29.24,29.24,65923400
CMCSA,2026-01-30,29.64,29.85,28.9,29.75,29.75,51300200
COIN,2026-01-02,230.6,238.49,225.91,236.53,236.53,8760200
COIN,2026-01-05,247.11,258.88,246.53,254.92,254.92,13695300
COIN,2026-01-06,255.21,258.35,245.72,250.56,250.56,8672500
COIN,2026-01-07,248.28,248.94,240.25,245.93,245.93,7488900
COIN,2026-01-08,244.62,250.38,242.25,245.59,245.59,6897200
COIN,2026-01-09,246.07,246.9,237.15,240.78,240.78,8104500
COIN,2026-01-12,239.63,248.0,238.04,242.98,242.98,5957300
COIN,2026-01-13,245.5,255.51,244.65,252.69,252.69,9027000
COIN,2026-01-14,256.92,263.07,253.0,255.86,255.86,10804500
COIN,2026-01-15,250.59,251.2,237.43,239.28,239.28,12098900
COIN,2026-01-16,239.49,243.19,236.14,241.15,241.15,7622400
COIN,2026-01-20,232.64,234.9,225.96,227.73,227.73,9757900
COIN,2026-01-21,228.76,231.45,222.4,226.93,226.93,8476500
COIN,2026-01-22,228.53,230.75,223.02,223.14,223.14,7088800
COIN,2026-01-23,222.75,222.75,215.72,216.95,216.95,12975100
COIN,2026-01-26,212.18,215.64,210.89,213.48,213.48,7077500
COIN,2026-01-27,213.48,213.56,207.77,210.83,210.83,7465500
COIN,2026-01-28,213.28,214.39,206.8,209.43,209.43,9046600
COIN,2026-01-29,206.82,207.0,194.21,199.18,199.18,14604300
COIN,2026-01-30,198.7,198.96,190.96,194.74,194.74,9635400
COST,2026-01-02,861.14,863.1,852.5,854.5,853.33,2373400
COST,2026-01-05,863.95,878.77,860.85,875.74,874.55,2805600
COST,2026-01-06,875.95,894.08,871.3,889.1,887.89,2742300
COST,2026-01-07,892.0,893.6,879.62,882.58,881.38,2680100
COST,2026-01-08,901.13,931.67,896.0,915.31,914.06,5207200
COST,2026-01-09,915.97,929.85,911.33,924.88,923.62,2895400
COST,2026-01-12,920.4,944.83,917.0,943.08,941.79,3246400
COST,2026-01-13,938.02,942.9,929.6,941.93,940.64,2222100
COST,2026-01-14,938.33,955.61,938.29,950.98,949.68,2894900
COST,2026-01-15,954.54,958.28,950.0,956.75,955.44,2185900
COST,2026-01-16,962.0,964.98,951.0,963.61,962.3,3862900
COST,2026-01-20,958.38,969.9,954.13,964.26,962.94,3209900
COST,2026-01-21,959.6,989.64,959.6,982.86,981.52,4073700
COST,2026-01-22,977.89,984.0,971.56,976.17,974.84,2074400
COST,2026-01-23,971.44,984.85,971.01,983.25,981.91,1680600
COST,2026-01-26,986.43,993.0,976.35,977.67,976.34,2458700
COST,2026-01-27,977.68,978.0,961.71,970.28,968.96,2077900
COST,2026-01-28,969.51,970.1,955.61,960.78,959.47,2474800
COST,2026-01-29,957.99,960.3,948.51,952.89,951.59,1825000
COST,2026-01-30,948.83,951.12,930.3,940.25,940.25,2396300
CPRT,2026-01-02,39.15,39.15,37.61,37.77,37.77,8608100
CPRT,2026-01-05,37.6,39.15,37.41,38.54,38.54,8998500
CPRT,2026-01-06,38.43,39.06,38.33,38.96,38.96,6706700
CPRT,2026-01-07,38.96,39.23,38.14,38.19,38.19,8246900
CPRT,2026-01-08,38.07,39.52,37.88,39.04,39.04,7215400
CPRT,2026-01-09,39.14,40.08,38.77,39.83,39.83,8409200
CPRT,2026-01-12,39.78,40.13,39.56,39.92,39.92,9877900
CPRT,2026-01-13,39.83,40.24,39.45,39.87,39.87,9033600
CPRT,2026-01-14,39.82,40.31,39.79,39.99,39.99,8787600
CPRT,2026-01-15,40.13,41.31,39.91,41.25,41.25,12156400
CPRT,2026-01-16,41.18,41.27,40.46,41.04,41.04,11878400
CPRT,2026-01-20,40.84,40.88,40.25,40.71,40.71,10639200
CPRT,2026-01-21,40.92,41.79,40.73,41.31,41.31,8820300
CPRT,2026-01-22,41.31,41.79,41.16,41.27,41.27,6949100
CPRT,2026-01-23,41.14,41.78,41.12,41.4,41.4,7503100
CPRT,2026-01-26,41.31,41.6,41.19,41.54,41.54,5536300
CPRT,2026-01-27,41.3,41.3,40.15,40.37,40.37,6246000
CPRT,2026-01-28,40.37,40.97,40.3,40.62,40.62,5895500
CPRT,2026-01-29,40.65,40.65,39.73,40.28,40.28,5287400
CPRT,2026-01-30,39.96,40.64,39.8,40.58,40.58,5963700
CRWD,2026-01-02,474.0,474.0,449.45,453.58,453.58,3325000
CRWD,2026-01-05,458.63,466.49,455.01,456.55,456.55,2615700
CRWD,2026-01-06,457.77,460.46,451.29,458.32,458.32,2340100
CRWD,2026-01-07,462.97,486.55,462.28,478.91,478.91,3967100
CRWD,2026-01-08,478.2,479.99,460.63,463.87,463.87,2455500
CRWD,2026-01-09,472.19,475.98,466.25,470.61,470.61,2397500
